0,1,2,3,4,5,6,7,8,9,10,11,12
Kamran Akmal (PAK),16,30,14,1,0,114.28,2,,v New Zealand,Mohali,25-Oct-06,
DJ Bravo (WI),16,62,33,1,0,48.48,2,,v India,Ahmedabad,26-Oct-06,
JH Kallis (SA),16,50,38,3,0,42.1,1,,v West Indies,Jaipur,02-Nov-06,
MV Boucher (SA),16,11,11,1,1,145.45,1,,v West Indies,Jaipur,02-Nov-06,
Aftab Ahmed (BDESH),16,23,18,4,0,88.88,1,,v Zimbabwe,Bogra,05-Dec-06,
BB McCullum (NZ),16,28,15,2,1,106.66,1,,v England,Hobart,16-Jan-07,
CO Obuya (KENYA),16,54,32,2,0,50,2,,v Canada,Mombasa,24-Jan-07,
A Flintoff (ENG),16,33,28,1,0,57.14,1,,v Australia,Adelaide,26-Jan-07,
JM Davison (CAN),16,12,12,3,0,133.33,1,,v Netherlands,Nairobi (Ruaraka),30-Jan-07,
NS Poonia (SCOT),16,26,19,2,0,84.21,1,,v Bermuda,Nairobi (Ruaraka),05-Feb-07,
SB Styris (NZ),16,36,20,0,0,80,2,,v England,Brisbane,06-Feb-07,
Mohammad Ashraful (BDESH),16,44,43,0,0,37.2,1,,v Zimbabwe,Harare,06-Feb-07,
DJ Bravo (WI),16,38,17,2,0,94.11,1,,v Pakistan,Kingston,13-Mar-07,
RM Haq (SCOT),16,23,22,2,0,72.72,2,,v Australia,Basseterre,14-Mar-07,
S Matsikenyeri (ZIM),16,36,27,2,0,59.25,1,,v West Indies,Kingston,19-Mar-07,
Shahid Afridi (PAK),16,14,10,1,1,160,1,,v Zimbabwe,Kingston,21-Mar-07,
RR Watson (SCOT),16,52,37,3,0,43.24,1,,v Netherlands,Basseterre,22-Mar-07,
IR Bell (ENG),16,24,18,2,0,88.88,2,,v Kenya,Gros Islet,24-Mar-07,
LOB Cann (BMUDA),16,-,6,2,1,266.66,1,,v Bangladesh,Port of Spain,25-Mar-07,
HJH Marshall (NZ),16,21,21,2,0,76.19,1,,v Ireland,Providence,09-Apr-07,
KJ O'Brien (IRE),16,51,25,3,0,64,1,,v Australia,Bridgetown,13-Apr-07,
MV Boucher (SA),16,21,21,1,0,76.19,1,,v New Zealand,St George's,14-Apr-07,
PG Fulton (NZ),16,30,32,3,0,50,2,,v South Africa,St George's,14-Apr-07,
Mushfiqur Rahim (BDESH),16,31,26,2,0,61.53,2,,v Ireland,Bridgetown,15-Apr-07,
Javed Omar (BDESH),16,77,49,1,0,32.65,2,,v West Indies,Bridgetown,19-Apr-07,
Aftab Ahmed (BDESH),16,20,16,1,0,100,1,,v India,Dhaka,10-May-07,
Abdul Razzaq (PAK),16,-,25,0,0,64,1,,v Sri Lanka,Abu Dhabi,20-May-07,
WTS Porterfield (IRE),16,81,46,2,0,34.78,1,,v India,Belfast,23-Jun-07,
AJ Hall (SA),16,19,15,2,0,106.66,2,,v India,Belfast,26-Jun-07,
RO Hussain (SCOT),16,51,30,2,0,53.33,1,,v West Indies,Dublin,12-Jul-07,
KC Sangakkara (SL),16,22,19,2,0,84.21,1,,v Bangladesh,Colombo (PSS),20-Jul-07,
Aftab Ahmed (BDESH),16,38,28,2,0,57.14,2,,v Sri Lanka,Colombo (PSS),20-Jul-07,
SR Tendulkar (INDIA),16,43,25,1,1,64,2,,v Australia,Kochi,02-Oct-07,
IR Bell (ENG),16,45,24,3,0,66.66,2,,v Sri Lanka,Dambulla,07-Oct-07,
BJ Hodge (AUS),16,50,29,2,0,55.17,1,,v India,Mumbai,17-Oct-07,
Imran Nazir (PAK),16,17,10,3,0,160,2,,v South Africa,Lahore,18-Oct-07,
SO Tikolo (KENYA),16,-,14,2,1,114.28,2,,v Bermuda,Nairobi (Gym),27-Oct-07,
Mohammad Yousuf (PAK),16,42,24,2,0,66.66,2,,v India,Kanpur,11-Nov-07,
M Kartik (INDIA),16,15,10,1,1,160,2,,v Pakistan,Jaipur,18-Nov-07,
D Ramdin (WI),16,23,18,1,0,88.88,1,,v Zimbabwe,Harare,02-Dec-07,
S Matsikenyeri (ZIM),16,34,29,2,0,55.17,1,,v West Indies,Harare,04-Dec-07,
AC Gilchrist (AUS),16,12,7,3,0,228.57,1,,v India,Sydney,24-Feb-08,
HM Amla (SA),16,35,27,2,0,59.25,2,,v Bangladesh,Dhaka,12-Mar-08,
Mashrafe Mortaza (BDESH),16,8,7,1,1,228.57,1,,v Ireland,Dhaka,22-Mar-08,
Mohammad Ashraful (BDESH),16,27,28,0,0,57.14,2,,v Pakistan,Lahore,13-Apr-08,
JM How (NZ),16,18,18,3,0,88.88,2,,v England,Birmingham,18-Jun-08,
Mushfiqur Rahim (BDESH),16,13,11,2,0,145.45,1,,v U.A.E.,Lahore,24-Jun-08,
JPR Lamsam (HKG),16,34,30,3,0,53.33,2,,v India,Karachi,25-Jun-08,
Sami Faridi (CAN),16,-,25,1,0,64,2,,v Bermuda,King City (NW),29-Jun-08,
SE Marsh (AUS),16,60,34,2,0,47.05,1,,v West Indies,Basseterre,04-Jul-08,
SK Raina (INDIA),16,44,21,3,0,76.19,2,,v Sri Lanka,Karachi,06-Jul-08,
CJO Smith (SCOT),16,31,26,2,0,61.53,1,,v Ireland,Dublin,31-Jul-08,
RD Berrington (SCOT),16,41,31,1,0,51.61,1,,v Ireland,Dublin,31-Jul-08,
AM Samad (CAN),16,-,39,1,0,41.02,1,,v Bermuda,King City (NW),18-Aug-08,
TM Dilshan (SL),16,50,33,3,0,48.48,1,,v India,Dambulla,20-Aug-08,
MV Boucher (SA),16,11,15,2,0,106.66,2,,v England,Leeds,22-Aug-08,
TM Dilshan (SL),16,31,21,3,0,76.19,2,,v India,Colombo (RPS),24-Aug-08,
AA Obanda (KENYA),16,-,28,2,0,57.14,2,,v Ireland,Belfast,24-Aug-08,
DPMD Jayawardene (SL),16,56,40,0,0,40,2,,v India,Colombo (RPS),27-Aug-08,
JA Morkel (SA),16,12,17,0,2,94.11,2,,v England,The Oval,29-Aug-08,
BJ Haddin (AUS),16,45,31,1,0,51.61,1,,v Bangladesh,Darwin,06-Sep-08,
KD Mills (NZ),16,30,26,1,1,61.53,1,,v Bangladesh,Dhaka,09-Oct-08,
C Zhuwao (ZIM),16,-,20,3,0,80,1,,v Ireland,Nairobi (Gym),17-Oct-08,
Naeem Islam (BDESH),16,35,22,1,1,72.72,2,,v South Africa,Benoni,09-Nov-08,
CK Kapugedera (SL),16,25,15,0,2,106.66,2,,v Zimbabwe,Harare,20-Nov-08,
J Mubarak (SL),16,45,41,1,0,39.02,1,,v Zimbabwe,Harare,30-Nov-08,
H Masakadza (ZIM),16,21,16,3,0,100,1,,v Bangladesh,Dhaka,10-Jan-09,
J Mubarak (SL),16,65,32,2,0,50,2,,v Bangladesh,Dhaka,16-Jan-09,
KC Sangakkara (SL),16,29,22,3,0,72.72,1,,v Pakistan,Karachi,21-Jan-09,
CK Kapugedera (SL),16,32,26,0,0,61.53,2,,v India,Colombo (RPS),05-Feb-09,
RT Ponting (AUS),16,26,23,1,0,69.56,1,,v New Zealand,Sydney,08-Feb-09,
S Jyoti (CAN),16,32,26,0,1,61.53,1,,v Scotland,Benoni,08-Apr-09,
KO Otieno (KENYA),16,2,25,1,1,64,1,,v Netherlands,Potchefstroom,19-Apr-09,
SE Marsh (AUS),16,-,27,1,0,59.25,1,,v Pakistan,Dubai (DSC),22-Apr-09,
R Rampaul (WI),16,-,10,1,1,160,2,,v England,Birmingham,26-May-09,
KJ O'Brien (IRE),16,47,40,0,0,40,2,,v Kenya,Dublin,09-Jul-09,
GEF Barnett (CAN),16,-,21,1,1,76.19,2,,v Netherlands,Amstelveen,11-Jul-09,
GC Wilson (IRE),16,-,21,1,0,76.19,1,,v Kenya,Dublin,12-Jul-09,
KMDN Kulasekara (SL),16,43,33,1,0,48.48,1,,v Pakistan,Dambulla,30-Jul-09,
Shakib Al Hasan (BDESH),16,18,17,1,1,94.11,2,,v West Indies,Basseterre,31-Jul-09,
Saeed Ajmal (PAK),16,33,23,1,0,69.56,1,,v Sri Lanka,Dambulla,01-Aug-09,
KC Sangakkara (SL),16,26,23,3,0,69.56,2,,v Pakistan,Colombo (RPS),09-Aug-09,
MA Vermeulen (ZIM),16,16,14,3,0,114.28,2,,v Bangladesh,Bulawayo,11-Aug-09,
NN Odhiambo (KENYA),16,23,18,2,0,88.88,1,,v Canada,King City (NW),19-Aug-09,
MJ Clarke (AUS),16,37,28,2,0,57.14,1,,v Scotland,Edinburgh,28-Aug-09,
Mohammad Shahzad (AFG),16,34,28,2,0,57.14,2,,v Netherlands,Amstelveen,30-Aug-09,
KD Karthik (INDIA),16,24,23,2,0,69.56,2,,v Sri Lanka,Colombo (RPS),12-Sep-09,
Yuvraj Singh (INDIA),16,29,22,2,0,72.72,2,,v Sri Lanka,Colombo (RPS),12-Sep-09,
TD Paine (AUS),16,37,29,3,0,55.17,2,,v England,Nottingham,15-Sep-09,
V Kohli (INDIA),16,28,24,1,0,66.66,2,,v Pakistan,Centurion,26-Sep-09,
DO Obuya (KENYA),16,24,15,2,0,106.66,2,,v Zimbabwe,Harare,12-Oct-09,
Raqibul Hasan (BDESH),16,68,44,1,0,36.36,1,,v Zimbabwe,Dhaka,27-Oct-09,
BW Hilfenhaus (AUS),16,17,12,2,0,133.33,2,,v India,Nagpur,28-Oct-09,
P Kumar (INDIA),16,29,19,3,0,84.21,2,,v Australia,Mohali,02-Nov-09,
AJ Strauss (ENG),16,31,26,3,0,61.53,2,,v South Africa,Centurion,22-Nov-09,
MJ Prior (ENG),16,40,22,1,0,72.72,2,,v South Africa,Cape Town,27-Nov-09,
SK Raina (INDIA),16,33,20,2,0,80,1,,v Sri Lanka,Rajkot,15-Dec-09,
Z Khan (INDIA),16,10,8,2,1,200,1,,v Sri Lanka,Dhaka,13-Jan-10,
Kamran Akmal (PAK),16,50,31,1,1,51.61,2,,v Australia,Sydney,24-Jan-10,
JR Hopes (AUS),16,22,16,2,0,100,1,,v Pakistan,Perth,29-Jan-10,
Iftikhar Anjum (PAK),16,10,8,2,1,200,1,,v Australia,Perth,31-Jan-10,
TD Paine (AUS),16,-,31,3,0,51.61,1,,v West Indies,Sydney,12-Feb-10,
AC Voges (AUS),16,15,10,1,1,160,1,,v West Indies,Brisbane,14-Feb-10,
GA Lamb (ZIM),16,52,42,0,0,38.09,1,,v West Indies,Kingstown,14-Mar-10,
AN Petersen (SA),16,35,31,1,0,51.61,1,,v West Indies,Roseau,28-May-10,
CH Gayle (WI),16,22,20,1,1,80,2,,v South Africa,Roseau,28-May-10,
AB Dinda (INDIA),16,30,17,1,0,94.11,1,,v Zimbabwe,Harare,03-Jun-10,
TT Samaraweera (SL),16,46,31,1,0,51.61,1,,v Zimbabwe,Harare,07-Jun-10,
SL Malinga (SL),16,19,12,1,1,133.33,1,,v Pakistan,Dambulla,15-Jun-10,
WU Tharanga (SL),16,34,30,1,0,53.33,2,,v India,Dambulla,24-Jun-10,
TD Paine (AUS),16,40,29,3,0,55.17,1,,v England,Cardiff,24-Jun-10,
S Dhaniram (CAN),16,19,12,3,0,133.33,1,,v Afghanistan,The Hague,01-Jul-10,
MBS Jonkman (NL),16,16,16,1,0,100,1,,v Kenya,The Hague,03-Jul-10,
TC Bastiampillai (CAN),16,14,12,4,0,133.33,2,,v Kenya,Schiedam,10-Jul-10,
Tamim Iqbal (BDESH),16,10,15,3,0,106.66,2,,v England,Birmingham,12-Jul-10,
Shafiul Islam (BDESH),16,10,12,1,1,133.33,2,,v England,Birmingham,12-Jul-10,
LRPL Taylor (NZ),16,46,34,2,0,47.05,1,,v Sri Lanka,Dambulla,13-Aug-10,
B Zuiderent (NL),16,27,33,2,0,48.48,2,,v Ireland,Dublin,16-Aug-10,
EJG Morgan (ENG),16,27,18,1,0,88.88,2,,v Pakistan,Leeds,12-Sep-10,
RS Bopara (ENG),16,17,13,1,0,123.07,2,,v Pakistan,Leeds,12-Sep-10,
Mohammad Yousuf (PAK),16,21,22,1,0,72.72,1,,v England,The Oval,17-Sep-10,
JF Mooney (IRE),16,37,36,2,0,44.44,1,,v Zimbabwe,Harare,28-Sep-10,
DT Johnston (IRE),16,8,10,2,1,160,1,,v Zimbabwe,Harare,30-Sep-10,
Imrul Kayes (BDESH),16,36,32,2,0,50,1,,v New Zealand,Dhaka,05-Oct-10,
NL McCullum (NZ),16,33,18,1,0,88.88,2,,v Bangladesh,Dhaka,05-Oct-10,
AJ Redmond (NZ),16,54,30,1,0,53.33,2,,v Bangladesh,Dhaka,14-Oct-10,
CJ Chibhabha (ZIM),16,21,18,1,1,88.88,2,,v South Africa,Benoni,22-Oct-10,
JW Hastings (AUS),16,23,15,1,0,106.66,1,,v Sri Lanka,Melbourne,03-Nov-10,
GJ Hopkins (NZ),16,22,14,2,0,114.28,2,,v India,Guwahati,28-Nov-10,
M Vijay (INDIA),16,30,32,3,0,50,1,,v South Africa,Johannesburg,15-Jan-11,
HM Amla (SA),16,28,18,2,0,88.88,1,,v India,Cape Town,18-Jan-11,
AB de Villiers (SA),16,32,20,0,0,80,1,,v India,Cape Town,18-Jan-11,
Yuvraj Singh (INDIA),16,43,27,2,0,59.25,2,,v South Africa,Cape Town,18-Jan-11,
JC Tredwell (ENG),16,32,24,1,0,66.66,2,,v Australia,Hobart,21-Jan-11,
SR Watson (AUS),16,41,20,2,0,80,1,,v England,Brisbane,30-Jan-11,
SE Marsh (AUS),16,44,30,0,0,53.33,1,,v England,Brisbane,30-Jan-11,
CL White (AUS),16,11,16,2,1,100,1,,v England,Brisbane,30-Jan-11,
MG Johnson (AUS),16,20,19,2,0,84.21,1,,v England,Brisbane,30-Jan-11,
JEC Franklin (NZ),16,32,19,1,0,84.21,2,,v Pakistan,Hamilton,03-Feb-11,
Younis Khan (PAK),16,30,24,1,0,66.66,2,,v New Zealand,Auckland,05-Feb-11,
SR Waters (KENYA),16,49,42,1,0,38.09,1,,v New Zealand,Chennai,20-Feb-11,
BRM Taylor (ZIM),16,53,24,1,0,66.66,2,,v Australia,Ahmedabad,21-Feb-11,
AN Kervezee (NL),16,25,25,2,0,64,1,,v England,Nagpur,22-Feb-11,
MA Ouma (KENYA),16,55,37,1,0,43.24,2,,v Pakistan,Hambantota,23-Feb-11,
BB McCullum (NZ),16,19,12,3,0,133.33,1,,v Australia,Nagpur,25-Feb-11,
Shakib Al Hasan (BDESH),16,17,20,3,0,80,1,,v Ireland,Dhaka,25-Feb-11,
EC Joyce (IRE),16,45,35,0,0,45.71,2,,v Bangladesh,Dhaka,25-Feb-11,
Shahid Afridi (PAK),16,18,12,3,0,133.33,1,,v Sri Lanka,Colombo (RPS),26-Feb-11,
IJL Trott (ENG),16,30,19,1,0,84.21,2,,v India,Bengaluru,27-Feb-11,
PD Collingwood (ENG),16,21,11,0,1,145.45,1,,v Ireland,Bengaluru,02-Mar-11,
Kamran Akmal (PAK),16,66,38,2,0,42.1,1,,v Canada,Colombo (RPS),03-Mar-11,
A Bagai (CAN),16,52,35,2,0,45.71,2,,v Pakistan,Colombo (RPS),03-Mar-11,
GP Swann (ENG),16,28,20,3,0,80,1,,v South Africa,Chennai,06-Mar-11,
RS Bopara (ENG),16,22,22,1,0,72.72,1,,v Bangladesh,Chattogram,11-Mar-11,
GC Smith (SA),16,39,29,2,0,55.17,2,,v India,Nagpur,12-Mar-11,
GA Lamb (ZIM),16,44,28,1,0,57.14,1,,v Pakistan,Pallekele,14-Mar-11,
GH Dockrell (IRE),16,19,12,3,0,133.33,2,,v South Africa,Kolkata,15-Mar-11,
KAJ Roach (WI),16,60,43,2,0,37.2,1,,v Pakistan,Dhaka,23-Mar-11,
SB Styris (NZ),16,19,17,3,0,94.11,1,,v South Africa,Dhaka,25-Mar-11,
Sohrawordi Shuvo (BDESH),16,20,17,3,0,94.11,1,,v Australia,Dhaka,11-Apr-11,
DS Smith (WI),16,21,21,1,1,76.19,1,,v Pakistan,Gros Islet,25-Apr-11,
CS Baugh (WI),16,21,17,1,0,94.11,1,,v India,Port of Spain,06-Jun-11,
AD Mathews (SL),16,29,16,3,0,100,2,,v England,The Oval,28-Jun-11,
KC Sangakkara (SL),16,36,19,3,0,84.21,1,,v Australia,Pallekele,10-Aug-11,
Imrul Kayes (BDESH),16,48,39,2,0,41.02,2,,v Zimbabwe,Harare,16-Aug-11,
Mushfiqur Rahim (BDESH),16,53,40,1,0,40,2,,v Zimbabwe,Bulawayo,19-Aug-11,
V Kohli (INDIA),16,40,36,1,0,44.44,1,,v England,Lord's,11-Sep-11,
SR Patel (ENG),16,30,18,2,0,88.88,2,,v India,Hyderabad (Deccan),14-Oct-11,
P Kumar (INDIA),16,17,12,1,1,133.33,1,,v England,Kolkata,25-Oct-11,
Misbah-ul-Haq (PAK),16,59,34,2,0,47.05,1,,v Sri Lanka,Sharjah,20-Nov-11,
WU Tharanga (SL),16,16,13,3,0,123.07,2,,v Pakistan,Sharjah,20-Nov-11,
E Chigumbura (ZIM),16,29,30,1,0,53.33,2,,v New Zealand,Napier,09-Feb-12,
MS Wade (AUS),16,25,18,1,0,88.88,1,,v India,Adelaide,12-Feb-12,
TM Dilshan (SL),16,33,23,1,1,69.56,1,,v India,Adelaide,14-Feb-12,
PJ Forrest (AUS),16,42,26,3,0,61.53,1,,v Sri Lanka,Sydney,17-Feb-12,
DM Bravo (WI),16,36,28,3,0,57.14,2,,v Australia,Kingstown,18-Mar-12,
Nazimuddin (BDESH),16,60,52,0,0,30.76,2,,v Pakistan,Dhaka,22-Mar-12,
KA Pollard (WI),16,47,30,2,0,53.33,2,,v New Zealand,Basseterre,11-Jul-12,
CH Gayle (WI),16,28,17,1,1,94.11,1,,v New Zealand,Basseterre,14-Jul-12,
RS Bopara (ENG),16,30,21,2,0,76.19,2,,v South Africa,Southampton,28-Aug-12,
NL McCullum (NZ),16,16,16,2,0,100,1,,v Sri Lanka,Pallekele,04-Nov-12,
DC Thomas (WI),16,33,33,1,0,48.48,1,,v Bangladesh,Khulna,30-Nov-12,
MN Samuels (WI),16,30,21,1,0,76.19,2,,v Bangladesh,Khulna,02-Dec-12,
CH Gayle (WI),16,22,25,1,1,64,1,,v Bangladesh,Dhaka,07-Dec-12,
Misbah-ul-Haq (PAK),16,46,24,1,0,66.66,2,,v India,Chennai,30-Dec-12,
AJ Finch (AUS),16,42,28,0,0,57.14,1,,v Sri Lanka,Melbourne,11-Jan-13,
DJG Sammy (WI),16,43,37,2,0,43.24,1,,v Australia,Perth,01-Feb-13,
MJ Clarke (AUS),16,28,19,4,0,84.21,1,,v West Indies,Perth,03-Feb-13,
MS Wade (AUS),16,43,28,1,0,57.14,1,,v West Indies,Perth,03-Feb-13,
GP Swann (ENG),16,18,11,3,0,145.45,1,,v New Zealand,Hamilton,17-Feb-13,
KS Williamson (NZ),16,29,22,1,0,72.72,2,,v Sri Lanka,Cardiff,09-Jun-13,
Umar Amin (PAK),16,42,29,1,0,55.17,2,,v South Africa,Birmingham,10-Jun-13,
J Charles (WI),16,28,26,2,0,61.53,2,,v South Africa,Cardiff,14-Jun-13,
RML Taylor (SCOT),16,-,8,1,1,200,2,,v Kenya,Aberdeen,02-Jul-13,
PW Borren (NL),16,-,13,0,1,123.07,2,,v Ireland,Amstelveen,09-Jul-13,
S Dhawan (INDIA),16,38,35,2,0,45.71,2,,v Sri Lanka,Port of Spain,11-Jul-13,
F du Plessis (SA),16,43,33,1,0,48.48,1,,v Sri Lanka,Pallekele,26-Jul-13,
N M'shangwe (ZIM),16,12,14,0,2,114.28,1,,v India,Bulawayo,03-Aug-13,
ST Finn (ENG),16,36,23,1,1,69.56,2,,v Australia,Manchester,08-Sep-13,
SK Raina (INDIA),16,34,15,2,0,106.66,2,,v Australia,Nagpur,30-Oct-13,
Naeem Islam (BDESH),16,33,19,1,1,84.21,1,,v New Zealand,Dhaka,31-Oct-13,
Mahmudullah (BDESH),16,26,13,1,0,123.07,2,,v New Zealand,Fatullah,03-Nov-13,
JP Duminy (SA),16,35,23,2,0,69.56,2,,v Pakistan,Centurion,30-Nov-13,
MDKJ Perera (SL),16,36,24,2,0,66.66,2,,v Pakistan,Dubai (DSC),20-Dec-13,
KS Williamson (NZ),16,27,21,2,0,76.19,2,,v West Indies,Hamilton,08-Jan-14,
NM Coulter-Nile (AUS),16,28,23,0,1,69.56,2,,v England,Brisbane,17-Jan-14,
Raza-ur-Rehman (CAN),16,28,19,2,0,84.21,2,,v Scotland,Christchurch,23-Jan-14,
MJ Guptill (NZ),16,54,35,2,0,45.71,1,,v India,Wellington,31-Jan-14,
Salman Faris (UAE),16,37,31,2,0,51.61,2,,v Scotland,Lincoln,01-Feb-14,
KOA Powell (WI),16,29,20,2,0,80,1,,v England,North Sound,02-Mar-14,
DM Bravo (WI),16,22,20,3,0,80,2,,v England,North Sound,05-Mar-14,
LMP Simmons (WI),16,31,21,3,0,76.19,2,,v England,North Sound,05-Mar-14,
Mohammad Naveed (UAE),16,-,11,2,1,145.45,2,,v Afghanistan,Kuala Lumpur,02-May-14,
Ankur Vasishta (HKG),16,-,31,1,0,51.61,1,,v U.A.E.,Kuala Lumpur,04-May-14,
HDRL Thirimanne (SL),16,26,14,2,0,114.28,1,,v England,Lord's,31-May-14,
WP Saha (INDIA),16,23,21,2,0,76.19,1,,v Bangladesh,Dhaka,19-Jun-14,
JP Duminy (SA),16,29,25,0,0,64,1,,v Sri Lanka,Colombo (RPS),06-Jul-14,
Shafiqullah (AFG),16,26,15,0,1,106.66,1,,v Zimbabwe,Bulawayo,20-Jul-14,
Sikandar Raza (ZIM),16,50,37,2,0,43.24,2,,v Afghanistan,Bulawayo,24-Jul-14,
S Dhawan (INDIA),16,29,23,1,0,69.56,2,,v England,Nottingham,30-Aug-14,
AJ Finch (AUS),16,42,36,1,0,44.44,1,,v South Africa,Harare,02-Sep-14,
JP Duminy (SA),16,27,32,1,0,50,2,,v Australia,Harare,02-Sep-14,
AB de Villiers (SA),16,23,18,2,0,88.88,1,,v Zimbabwe,Harare,04-Sep-14,
R Ashwin (INDIA),16,28,19,1,0,84.21,2,,v England,Leeds,05-Sep-14,
AD Poynter (IRE),16,-,27,1,1,59.25,2,,v Scotland,Dublin (Malahide),08-Sep-14,
A Balbirnie (IRE),16,-,22,2,0,72.72,2,,v Scotland,Dublin (Malahide),10-Sep-14,
MN Samuels (WI),16,44,38,0,1,42.1,2,,v India,Delhi,11-Oct-14,
R Rampaul (WI),16,20,13,1,1,123.07,2,,v India,Delhi,11-Oct-14,
DJG Sammy (WI),16,29,21,2,0,76.19,2,,v India,Dharamsala,17-Oct-14,
JDS Neesham (NZ),16,24,15,3,0,106.66,1,,v South Africa,Mount Maunganui,21-Oct-14,
BB McCullum (NZ),16,33,21,0,2,76.19,1,,v South Africa,Mount Maunganui,21-Oct-14,
TWM Latham (NZ),16,33,28,2,0,57.14,2,,v South Africa,Mount Maunganui,24-Oct-14,
KD Shah (HKG),16,-,30,2,0,53.33,1,,v P.N.G.,Townsville,08-Nov-14,
GJ Bailey (AUS),16,35,29,0,0,55.17,2,,v South Africa,Melbourne,21-Nov-14,
Sikandar Raza (ZIM),16,41,24,2,0,66.66,2,,v Bangladesh,Chattogram,23-Nov-14,
BA Stokes (ENG),16,28,27,0,0,59.25,2,,v Sri Lanka,Colombo (RPS),26-Nov-14,
Tamim Iqbal (BDESH),16,46,34,2,0,47.05,1,,v Zimbabwe,Dhaka,28-Nov-14,
TM Dilshan (SL),16,24,21,3,0,76.19,2,,v England,Colombo (RPS),07-Dec-14,
NLTC Perera (SL),16,12,10,3,0,160,1,,v England,Pallekele,13-Dec-14,
L Ronchi (NZ),16,19,12,1,1,133.33,1,,v Pakistan,Abu Dhabi,19-Dec-14,
PL Mommsen (SCOT),16,-,25,2,0,64,1,,v Ireland,Dubai (DSC),12-Jan-15,
MA Leask (SCOT),16,-,17,0,1,94.11,1,,v Ireland,Dubai (DSC),12-Jan-15,
KJ Coetzer (SCOT),16,-,25,3,0,64,1,,v Afghanistan,Abu Dhabi,14-Jan-15,
SR Watson (AUS),16,27,20,2,0,80,2,,v England,Sydney,16-Jan-15,
BJ Haddin (AUS),16,15,8,3,0,200,2,,v England,Sydney,16-Jan-15,
AD Russell (WI),16,30,25,2,0,64,1,,v South Africa,East London,21-Jan-15,
F du Plessis (SA),16,37,27,2,0,59.25,1,,v West Indies,Centurion,28-Jan-15,
TL Chatara (ZIM),16,25,20,1,0,80,2,,v West Indies,Canberra,24-Feb-15,
DW Steyn (SA),16,21,17,3,0,94.11,2,,v Pakistan,Auckland,07-Mar-15,
Hamid Hassan (AFG),16,30,21,4,0,76.19,1,,v New Zealand,Napier,08-Mar-15,
Mohammad Nabi (AFG),16,19,17,1,1,94.11,1,,v England,Sydney,13-Mar-15,
RG Sharma (INDIA),16,24,21,2,0,76.19,2,,v Zimbabwe,Auckland,14-Mar-15,
HM Amla (SA),16,30,23,1,0,69.56,2,,v Sri Lanka,Sydney,18-Mar-15,
Wahab Riaz (PAK),16,35,22,2,0,72.72,1,,v Australia,Adelaide,20-Mar-15,
RA Jadeja (INDIA),16,23,17,2,0,94.11,2,,v Australia,Sydney,26-Mar-15,
Asad Shafiq (PAK),16,30,25,1,0,64,1,,v Zimbabwe,Lahore,31-May-15,
KM Jadhav (INDIA),16,19,13,1,0,123.07,1,,v Zimbabwe,Harare,12-Jul-15,
WU Tharanga (SL),16,34,21,2,0,76.19,2,,v Pakistan,Colombo (RPS),19-Jul-15,
TWM Latham (NZ),16,41,29,2,0,55.17,1,,v Zimbabwe,Harare,07-Aug-15,
MN van Wyk (SA),16,36,22,3,0,72.72,1,,v New Zealand,Centurion,19-Aug-15,
MJ McClenaghan (NZ),16,6,13,1,1,123.07,2,,v South Africa,Centurion,19-Aug-15,
BB Chari (ZIM),16,59,36,1,0,44.44,2,,v Pakistan,Harare,01-Oct-15,
KJ O'Brien (IRE),16,12,15,2,0,106.66,1,,v Zimbabwe,Harare,09-Oct-15,
E Chigumbura (ZIM),16,19,22,1,0,72.72,2,,v Ireland,Harare,09-Oct-15,
LM Jongwe (ZIM),16,22,14,2,0,114.28,2,,v Afghanistan,Bulawayo,24-Oct-15,
F Behardien (SA),16,11,10,0,2,160,1,,v India,Mumbai,25-Oct-15,
RG Sharma (INDIA),16,21,20,3,0,80,2,,v South Africa,Mumbai,25-Oct-15,
Shakib Al Hasan (BDESH),16,17,21,2,0,76.19,1,,v Zimbabwe,Dhaka,07-Nov-15,
Mashrafe Mortaza (BDESH),16,28,11,3,0,145.45,1,,v Zimbabwe,Dhaka,11-Nov-15,
Ahmed Raza (UAE),16,-,15,2,0,106.66,2,,v Hong Kong,ICCA Dubai,16-Nov-15,
Shoaib Malik (PAK),16,50,29,0,0,55.17,1,,v England,Sharjah,17-Nov-15,
Najibullah Zadran (AFG),16,-,32,0,1,50,1,,v Zimbabwe,Sharjah,25-Dec-15,
Anwar Ali (PAK),16,26,22,0,1,72.72,2,,v New Zealand,Wellington,25-Jan-16,
RD Berrington (SCOT),16,-,27,2,0,59.25,2,,v Hong Kong,Mong Kok,26-Jan-16,
Mohammad Rizwan (PAK),16,19,18,1,0,88.88,1,,v New Zealand,Auckland,31-Jan-16,
L Ronchi (NZ),16,36,26,2,0,61.53,1,,v Australia,Auckland,03-Feb-16,
CJ Anderson (NZ),16,46,28,0,1,57.14,1,,v Australia,Wellington,06-Feb-16,
DA Warner (AUS),16,19,14,3,0,114.28,2,,v New Zealand,Hamilton,08-Feb-16,
Sikandar Raza (ZIM),16,57,41,1,0,39.02,1,,v India,Harare,13-Jun-16,
MR Marsh (AUS),16,27,16,2,0,100,1,,v West Indies,Basseterre,13-Jun-16,
JE Taylor (WI),16,9,11,2,1,145.45,2,,v South Africa,Basseterre,15-Jun-16,
